1.00000000E-05 	 1.40445680E-16
1.01159111E-05 	 1.36458175E-16
1.02331658E-05 	 1.32583908E-16
1.03517796E-05 	 1.28819665E-16
1.04717682E-05 	 1.25162320E-16
1.05931476E-05 	 1.21608837E-16
1.07159340E-05 	 1.18156267E-16
1.08401436E-05 	 1.14801744E-16
1.09657929E-05 	 1.11542483E-16
1.10928986E-05 	 1.08375779E-16
1.12214777E-05 	 1.05299004E-16
1.13515471E-05 	 1.02309603E-16
1.14831241E-05 	 9.94050948E-17
1.16162263E-05 	 9.65830688E-17
1.17508713E-05 	 9.38411825E-17
1.18870770E-05 	 9.11771599E-17
1.20248614E-05 	 8.85887897E-17
1.21642429E-05 	 8.60739235E-17
1.23052400E-05 	 8.36304736E-17
1.24478715E-05 	 8.12564120E-17
1.25921561E-05 	 7.89497681E-17
1.27381132E-05 	 7.67086272E-17
1.28857621E-05 	 7.45311290E-17
1.30351224E-05 	 7.24154662E-17
1.31862140E-05 	 7.03598827E-17
1.33390569E-05 	 6.83626722E-17
1.34936714E-05 	 6.64221770E-17
1.36500781E-05 	 6.45367864E-17
1.38082977E-05 	 6.27049355E-17
1.39683512E-05 	 6.09251037E-17
1.41302599E-05 	 5.91958138E-17
1.42940453E-05 	 5.75156303E-17
1.44597292E-05 	 5.58831588E-17
1.46273336E-05 	 5.42970442E-17
1.47968806E-05 	 5.27559700E-17
1.49683929E-05 	 5.12586572E-17
1.51418933E-05 	 4.98038628E-17
1.53174046E-05 	 4.83903794E-17
1.54949504E-05 	 4.70170339E-17
1.56745541E-05 	 4.56826864E-17
1.58562396E-05 	 4.43862292E-17
1.60400311E-05 	 4.31265859E-17
1.62259529E-05 	 4.19027121E-17
1.64140297E-05 	 4.07135931E-17
1.66042866E-05 	 3.95582378E-17
1.67967487E-05 	 3.84356832E-17
1.69914417E-05 	 3.73450132E-17
1.71883914E-05 	 3.62853370E-17
1.73876240E-05 	 3.52557181E-17
1.75891659E-05 	 3.42552497E-17
1.77930439E-05 	 3.32833096E-17
1.79992851E-05 	 3.23392810E-17
1.82079168E-05 	 3.14216195E-17
1.84189668E-05 	 3.05288743E-17
1.86324631E-05 	 2.96630836E-17
1.88484341E-05 	 2.88263570E-17
1.90669084E-05 	 2.80105293E-17
1.92879151E-05 	 2.72060471E-17
1.95114835E-05 	 2.64245562E-17
1.97376433E-05 	 2.56826776E-17
1.99664245E-05 	 2.49689593E-17
2.01978576E-05 	 2.42633532E-17
2.04319732E-05 	 2.35696071E-17
2.06688025E-05 	 2.28996606E-17
2.09083769E-05 	 2.22516220E-17
2.11507282E-05 	 2.16187820E-17
2.13958887E-05 	 2.10018403E-17
2.16438909E-05 	 2.04042741E-17
2.18947676E-05 	 1.98271031E-17
2.21485523E-05 	 1.92696345E-17
2.24052787E-05 	 1.87265099E-17
2.26649808E-05 	 1.81918565E-17
2.29276931E-05 	 1.76693743E-17
2.31934506E-05 	 1.71657476E-17
2.34622885E-05 	 1.66811339E-17
2.37342425E-05 	 1.62127969E-17
2.40093488E-05 	 1.57567429E-17
2.42876438E-05 	 1.53093132E-17
2.45691646E-05 	 1.48723385E-17
2.48539486E-05 	 1.44493345E-17
2.51420335E-05 	 1.40400492E-17
2.54334576E-05 	 1.36427300E-17
2.57282597E-05 	 1.32559476E-17
2.60264788E-05 	 1.28787642E-17
2.63281547E-05 	 1.25125292E-17
2.66333273E-05 	 1.21589525E-17
2.69420371E-05 	 1.18160241E-17
2.72543253E-05 	 1.14808042E-17
2.75702333E-05 	 1.11541053E-17
2.78898029E-05 	 1.08378350E-17
2.82130768E-05 	 1.05311283E-17
2.85400977E-05 	 1.02323352E-17
2.88709092E-05 	 9.94197219E-18
2.92055551E-05 	 9.66107002E-18
2.95440800E-05 	 9.38833458E-18
2.98865287E-05 	 9.12194414E-18
3.02329468E-05 	 8.86263763E-18
3.05833803E-05 	 8.61184213E-18
3.09378757E-05 	 8.36886958E-18
3.12964801E-05 	 8.13234106E-18
3.16592411E-05 	 7.90179608E-18
3.20262069E-05 	 7.67723554E-18
3.23974263E-05 	 7.45925013E-18
3.27729485E-05 	 7.24843267E-18
3.31528234E-05 	 7.04395142E-18
3.35371015E-05 	 6.84462873E-18
3.39258338E-05 	 6.65059083E-18
3.43190720E-05 	 6.46235286E-18
3.47168682E-05 	 6.27966085E-18
3.51192753E-05 	 6.10201800E-18
3.55263468E-05 	 5.92927330E-18
3.59381366E-05 	 5.76141071E-18
3.63546996E-05 	 5.59840548E-18
3.67760910E-05 	 5.44019927E-18
3.72023668E-05 	 5.28654266E-18
3.76335836E-05 	 5.13714439E-18
3.80697987E-05 	 4.99189065E-18
3.85110700E-05 	 4.85072981E-18
3.89574562E-05 	 4.71356374E-18
3.94090164E-05 	 4.58027991E-18
3.98658107E-05 	 4.45078050E-18
4.03278998E-05 	 4.32497310E-18
4.07953450E-05 	 4.20275675E-18
4.12682085E-05 	 4.08402667E-18
4.17465529E-05 	 3.96866655E-18
4.22304419E-05 	 3.85656355E-18
4.27199397E-05 	 3.74764369E-18
4.32151113E-05 	 3.64184137E-18
4.37160225E-05 	 3.53904680E-18
4.42227398E-05 	 3.43914333E-18
4.47353305E-05 	 3.34206478E-18
4.52538628E-05 	 3.24775825E-18
4.57784054E-05 	 3.15613199E-18
4.63090280E-05 	 3.06708665E-18
4.68458012E-05 	 2.98055715E-18
4.73887961E-05 	 2.89648751E-18
4.79380850E-05 	 2.81479517E-18
4.84937407E-05 	 2.73539600E-18
4.90558371E-05 	 2.65824900E-18
4.96244488E-05 	 2.58332308E-18
5.01996513E-05 	 2.51054866E-18
