# Power spectral 1024x41 (frequency_bin x time_bin) (row x column)
  2.21525483E-01   2.13378292E-01   2.06433605E-01   1.98492629E-01   1.86592496E-01   1.79108773E-01   1.82953856E-01   1.88258684E-01   1.78656209E-01   1.63571498E-01   1.60724087E-01   1.64557303E-01   1.49785278E-01   1.10458632E-01   8.27609837E-02   9.48742711E-02   1.39104804E-01   1.34889709E-01   4.32608334E-02   2.01643321E-02   2.64853340E-01   7.81514955E-01   1.36664037E+00   1.83359362E+00   2.22884579E+00   2.90867784E+00   4.38118912E+00   7.08461347E+00   1.10065896E+01   1.58150482E+01   2.13199097E+01   2.81683580E+01   3.81516776E+01   5.25570724E+01   7.05768636E+01   8.85601262E+01   1.02781776E+02   1.12682320E+02   1.20627385E+02   1.28741627E+02   1.33054371E+02 
  2.11720264E-01   2.03615800E-01   1.96945663E-01   1.89855477E-01   1.78492376E-01   1.70300773E-01   1.73869363E-01   1.80933341E-01   1.72050693E-01   1.55003010E-01   1.51934739E-01   1.58750450E-01   1.45538220E-01   1.05706971E-01   7.69884662E-02   8.95026149E-02   1.34693608E-01   1.34768955E-01   5.10508698E-02   3.24331483E-02   2.68981862E-01   7.60083265E-01   1.32060967E+00   1.76237396E+00   2.12189839E+00   2.75590911E+00   4.17577127E+00   6.78802631E+00   1.05568157E+01   1.51529109E+01   2.03852968E+01   2.68832826E+01   3.63820706E+01   5.02356986E+01   6.76308791E+01   8.48830792E+01   9.83545496E+01   1.07666326E+02   1.15174066E+02   1.22914711E+02   1.27814440E+02 
  1.84673582E-01   1.76764098E-01   1.70763889E-01   1.65998442E-01   1.56180835E-01   1.46139652E-01   1.48960010E-01   1.60542283E-01   1.53793535E-01   1.31648555E-01   1.27889081E-01   1.42616445E-01   1.33732089E-01   9.26098101E-02   6.16562566E-02   7.50300101E-02   1.22293904E-01   1.33888338E-01   7.19111429E-02   6.50962183E-02   2.76862687E-01   6.97837354E-01   1.19166464E+00   1.56461019E+00   1.82743480E+00   2.33957718E+00   3.61246269E+00   5.96684461E+00   9.31057226E+00   1.33163629E+01   1.78033423E+01   2.33446593E+01   3.15109006E+01   4.38275245E+01   5.94767583E+01   7.46896641E+01   8.61048693E+01   9.38257842E+01   1.00142636E+02   1.06853836E+02   1.13211715E+02 
  1.46619640E-01   1.39214122E-01   1.33917784E-01   1.32344440E-01   1.24871075E-01   1.12559311E-01   1.14377385E-01   1.31320346E-01   1.27958083E-01   9.96692097E-02   9.47212353E-02   1.19609884E-01   1.16824984E-01   7.42622167E-02   4.17666978E-02   5.56571102E-02   1.04168143E-01   1.30981770E-01   9.93098121E-02   1.07382400E-01   2.77766299E-01   6.01125625E-01   1.00441592E+00   1.28251897E+00   1.41504062E+00   1.76890190E+00   2.82918129E+00   4.80270457E+00   7.54039444E+00   1.07035154E+01   1.41599422E+01   1.83846468E+01   2.46889354E+01   3.47994659E+01   4.79218140E+01   6.02006502E+01   6.87641934E+01   7.43436833E+01   7.90303007E+01   8.42970594E+01   9.22371937E+01 
  1.05453538E-01   9.90002230E-02   9.41075581E-02   9.58055919E-02   9.11094154E-02   7.70071345E-02   7.78492832E-02   9.88087793E-02   9.96281900E-02   6.67695437E-02   6.02508500E-02   9.42933012E-02   9.79323046E-02   5.47025642E-02   2.30343918E-02   3.63514880E-02   8.33704473E-02   1.24754037E-01   1.25195690E-01   1.46078717E-01   2.61364941E-01   4.80781021E-01   7.91591335E-01   9.70686687E-01   9.73262849E-01   1.17836515E+00   1.99671194E+00   3.52883912E+00   5.59516293E+00   7.82905091E+00   1.02023974E+01   1.30537161E+01   1.73699072E+01   2.50192830E+01   3.52768565E+01   4.42745479E+01   4.98348662E+01   5.32647241E+01   5.62669692E+01   5.99802819E+01   6.88236349E+01 
  6.82042241E-02   6.31614540E-02   5.82845070E-02   6.26039643E-02   6.06378069E-02   4.59766353E-02   4.61095421E-02   6.82326987E-02   7.32381906E-02   3.95704099E-02   3.14849187E-02   7.10221570E-02   7.98574632E-02   3.76679571E-02   9.53244984E-03   2.09230700E-02   6.29292151E-02   1.14662893E-01   1.42815105E-01   1.70300338E-01   2.24136701E-01   3.51394464E-01   5.85064051E-01   6.79694332E-01   5.81468763E-01   6.80343200E-01   1.26095015E+00   2.35802669E+00   3.79218642E+00   5.16865738E+00   6.60406776E+00   8.27988455E+00   1.08392695E+01   1.61638187E+01   2.36365319E+01   2.95342875E+01   3.25041822E+01   3.42075407E+01   3.57923362E+01   3.81162312E+01   4.67144681E+01 
  3.92386089E-02   3.58951943E-02   3.08670308E-02   3.66838363E-02   3.69238196E-02   2.32712175E-02   2.30684184E-02   4.32113780E-02   5.14886670E-02   2.17213151E-02   1.27437405E-02   5.28525566E-02   6.44238252E-02   2.55390104E-02   2.49839139E-03   1.08958540E-02   4.51318162E-02   1.01373056E-01   1.48616699E-01   1.74783268E-01   1.71745772E-01   2.29093765E-01   4.08543799E-01   4.43845432E-01   2.89273271E-01   3.33279552E-01   7.05052743E-01   1.42877376E+00   2.33844234E+00   3.04060629E+00   3.79231384E+00   4.62720849E+00   5.87859711E+00   9.28778403E+00   1.43529789E+01   1.77142800E+01   1.88375857E+01   1.94334329E+01   2.00368561E+01   2.13037917E+01   2.85546542E+01 
  1.97687554E-02   1.81102062E-02   1.31588255E-02   1.92231870E-02   2.08242989E-02   9.56800058E-03   9.34009654E-03   2.52079013E-02   3.51667311E-02   1.34086576E-02   5.01100815E-03   4.10294733E-02   5.22922431E-02   1.88192812E-02   6.92486206E-04   5.59132806E-03   3.11573609E-02   8.66652160E-02   1.42621310E-01   1.60550199E-01   1.16205783E-01   1.28172445E-01   2.74167750E-01   2.76850689E-01   1.10098871E-01   1.36700472E-01   3.43494858E-01   7.86852681E-01   1.30567546E+00   1.56150893E+00   1.89487107E+00   2.23178547E+00   2.67449347E+00   4.69174184E+00   7.86939607E+00   9.43258894E+00   9.50748013E+00   9.57128554E+00   9.63501838E+00   1.02195766E+01   1.54853415E+01 
  8.54925429E-03   8.24759069E-03   3.92176318E-03   9.18355523E-03   1.12395209E-02   3.17211550E-03   3.04474354E-03   1.37707023E-02   2.36922476E-02   1.22140431E-02   6.49835850E-03   3.51533831E-02   4.31913799E-02   1.62818197E-02   1.75987498E-03   3.15847799E-03   2.11670133E-02   7.28596402E-02   1.27474607E-01   1.33167908E-01   6.98214101E-02   5.77956488E-02   1.83343508E-01   1.75225117E-01   2.82261555E-02   5.01753665E-02   1.42423112E-01   4.01440171E-01   6.55982533E-01   6.76123595E-01   7.98830605E-01   9.00571455E-01   9.53325099E-01   2.07399780E+00   3.89393122E+00   4.37628483E+00   4.04134914E+00   3.95862093E+00   3.81797967E+00   4.03683626E+00   7.28286861E+00 
  3.15962430E-03   3.69788327E-03   5.84914511E-04   4.40641496E-03   6.20374734E-03   1.35507600E-03   1.25835647E-03   7.30009925E-03   1.59145884E-02   1.46981043E-02   1.39270292E-02   3.38429766E-02   3.63551623E-02   1.56773804E-02   3.60726429E-03   1.85380579E-03   1.47711754E-02   6.20453350E-02   1.06973247E-01   9.98687494E-02   3.96331447E-02   2.02047426E-02   1.30448042E-01   1.25916042E-01   1.32174537E-02   2.26077842E-02   4.97342950E-02   2.00947281E-01   2.93703916E-01   2.31217407E-01   2.69712417E-01   2.90244137E-01   2.28766886E-01   8.33497091E-01   1.75396354E+00   1.71966268E+00   1.35958629E+00   1.30266052E+00   1.14999090E+00   1.21411635E+00   2.86467140E+00 
