# Power spectral 1024x65 (frequency_bin x time_bin) (row x column)
  7.73655045E-03   8.15004602E-03   8.63238689E-03   9.68327573E-03   1.08655617E-02   1.09331513E-02   1.14707970E-02   1.19261769E-02   1.31081708E-02   1.39737501E-02   1.38713938E-02   1.49610811E-02   1.47737757E-02   1.44143777E-02   1.26955894E-02   1.17906980E-02   1.16671804E-02   9.73555625E-03   7.90017382E-03   5.91241704E-03   5.17343930E-03   3.83067466E-03   2.90583060E-03   2.67062051E-03   2.08242496E-03   1.45634551E-03   1.58254517E-03   1.11478270E-03   1.87358118E-04   6.35553857E-03   1.04771330E-02   3.77093883E-03   1.27345066E-02   1.63029916E-02   1.81435527E-03   1.28560754E-02   2.31332786E-02   1.31728507E-02   1.99424373E-02   3.62033671E-02   7.86713223E-02   1.54981516E-01   2.06085019E-01   2.46518005E-01   2.72755655E-01   2.64664681E-01   2.72996405E-01   3.71769158E-01   6.35312763E-01   1.06273765E+00   1.51109958E+00   1.86961595E+00   2.13916956E+00   2.28402596E+00   2.34068578E+00   2.43682790E+00   2.65750529E+00   3.06623398E+00   3.70816926E+00   4.72042822E+00   6.25592540E+00   8.45073506E+00   1.13529367E+01   1.49246397E+01   1.89255934E+01 
  7.39422670E-03   7.78913448E-03   8.22730279E-03   9.21138287E-03   1.04231391E-02   1.05552525E-02   1.08706322E-02   1.13833834E-02   1.26090129E-02   1.34413321E-02   1.32564825E-02   1.42736041E-02   1.43091429E-02   1.37546523E-02   1.21120686E-02   1.13220122E-02   1.11566740E-02   9.41654252E-03   7.51003396E-03   5.66272032E-03   4.98030750E-03   3.73137744E-03   2.78919125E-03   2.48791458E-03   2.08427156E-03   1.48403685E-03   1.57810157E-03   1.27240660E-03   6.48052353E-04   6.96882529E-03   1.12217357E-02   5.64461598E-03   1.43677079E-02   1.80467295E-02   4.76835546E-03   1.51882864E-02   2.46307894E-02   1.48111179E-02   1.97993870E-02   3.50950454E-02   7.79182492E-02   1.51793604E-01   2.00922585E-01   2.38827225E-01   2.62952353E-01   2.53327277E-01   2.58228403E-01   3.51849970E-01   6.08408922E-01   1.02431474E+00   1.45697314E+00   1.79699726E+00   2.05037611E+00   2.18631979E+00   2.23482371E+00   2.32069549E+00   2.53300907E+00   2.92527802E+00   3.53730628E+00   4.50118612E+00   5.97186185E+00   8.07734762E+00   1.08544717E+01   1.42704796E+01   1.80986078E+01 
  6.44900084E-03   6.79308187E-03   7.11591786E-03   7.91585351E-03   9.19373098E-03   9.51188168E-03   9.24798438E-03   9.88394697E-03   1.12804190E-02   1.19820988E-02   1.15827701E-02   1.24301735E-02   1.30183099E-02   1.19733291E-02   1.05113227E-02   1.00275722E-02   9.77466960E-03   8.51148101E-03   6.48339969E-03   4.98124186E-03   4.45934414E-03   3.49007134E-03   2.48045568E-03   2.01959177E-03   2.07554921E-03   1.56330127E-03   1.59317261E-03   1.73484657E-03   1.98510454E-03   8.68381818E-03   1.33741261E-02   1.08824231E-02   1.90826353E-02   2.30992664E-02   1.31391417E-02   2.18179126E-02   2.89284976E-02   1.93954160E-02   1.97011984E-02   3.25407625E-02   7.59203352E-02   1.43121429E-01   1.86715803E-01   2.17452337E-01   2.35990594E-01   2.22223271E-01   2.17890458E-01   2.97746984E-01   5.34192555E-01   9.17500951E-01   1.30615612E+00   1.59539010E+00   1.80497861E+00   1.91673263E+00   1.94326316E+00   2.00185810E+00   2.19080871E+00   2.53758991E+00   3.06732952E+00   3.89791310E+00   5.18950046E+00   7.04710307E+00   9.47799387E+00   1.24632900E+01   1.58143086E+01 
  5.11655151E-03   5.39034213E-03   5.56949838E-03   6.11214733E-03   7.43902674E-03   8.03901798E-03   7.06849223E-03   7.78279244E-03   9.55275094E-03   9.96820913E-03   9.30000312E-03   9.99928338E-03   1.11685545E-02   9.58555313E-03   8.29240447E-03   8.20507594E-03   7.90652276E-03   7.16329044E-03   5.17901557E-03   4.05280200E-03   3.76940985E-03   3.24967865E-03   2.09808817E-03   1.47270232E-03   2.03291357E-03   1.68913357E-03   1.70826968E-03   2.48110660E-03   4.04989994E-03   1.11382776E-02   1.66404612E-02   1.84170970E-02   2.62979876E-02   3.08732086E-02   2.55038172E-02   3.16643627E-02   3.53932459E-02   2.59728654E-02   2.04126560E-02   3.03639866E-02   7.32771816E-02   1.31247754E-01   1.66740992E-01   1.86931295E-01   1.98305680E-01   1.78949235E-01   1.62403404E-01   2.24076699E-01   4.29778361E-01   7.64686485E-01   1.08947318E+00   1.30792392E+00   1.45840990E+00   1.53722978E+00   1.53446258E+00   1.55782377E+00   1.71296585E+00   1.99549871E+00   2.40999216E+00   3.05373373E+00   4.09235321E+00   5.59689798E+00   7.53715211E+00   9.91312005E+00   1.25916633E+01 
  3.67152658E-03   3.87113513E-03   3.92565096E-03   4.19722427E-03   5.50198841E-03   6.43132398E-03   4.91241054E-03   5.57301336E-03   7.93340743E-03   7.89489613E-03   6.97666000E-03   7.67089212E-03   9.09185917E-03   7.22092521E-03   5.97058818E-03   6.24152072E-03   6.01524343E-03   5.57269258E-03   3.99719379E-03   3.13098488E-03   3.12728482E-03   3.17725432E-03   1.81832380E-03   1.09748496E-03   1.96350227E-03   1.86825716E-03   2.03808250E-03   3.50232117E-03   6.56741979E-03   1.37818686E-02   2.04358513E-02   2.67295431E-02   3.49976536E-02   4.03013252E-02   3.96882494E-02   4.30236500E-02   4.28908867E-02   3.31058604E-02   2.25803628E-02   3.02735532E-02   7.05095916E-02   1.18855884E-01   1.44887883E-01   1.53197623E-01   1.58012875E-01   1.32975074E-01   1.04873368E-01   1.48594190E-01   3.16882712E-01   5.94645938E-01   8.47094721E-01   9.90268098E-01   1.08141703E+00   1.12637090E+00   1.09498384E+00   1.08584427E+00   1.20257810E+00   1.41514254E+00   1.70570624E+00   2.14926303E+00   2.91204490E+00   4.02739619E+00   5.43106647E+00   7.14299477E+00   9.09177662E+00 
  2.36075897E-03   2.49516046E-03   2.47482004E-03   2.51875950E-03   3.70658310E-03   4.94607706E-03   3.27230971E-03   3.76406514E-03   6.81801358E-03   6.23947336E-03   5.11718474E-03   5.98862100E-03   7.08696549E-03   5.38379313E-03   4.01210015E-03   4.49703008E-03   4.46907845E-03   3.96097103E-03   3.21080775E-03   2.47514330E-03   2.75603633E-03   3.40636175E-03   1.83398767E-03   1.08602323E-03   1.92499821E-03   2.12489440E-03   2.69630833E-03   4.81778037E-03   9.14553199E-03   1.59863727E-02   2.39226552E-02   3.41851332E-02   4.37797871E-02   4.99139061E-02   5.31270926E-02   5.37889486E-02   4.98846758E-02   3.91500306E-02   2.61796527E-02   3.27330269E-02   6.77167980E-02   1.07911508E-01   1.24209537E-01   1.21807184E-01   1.22236297E-01   9.25037725E-02   5.66813860E-02   8.58127878E-02   2.14847490E-01   4.33774737E-01   6.16719210E-01   6.93765060E-01   7.37726867E-01   7.54161345E-01   7.01520080E-01   6.70664724E-01   7.49909341E-01   8.98362805E-01   1.07753496E+00   1.34379941E+00   1.85328147E+00   2.60706644E+00   3.51801477E+00   4.62426415E+00   5.90913080E+00 
  1.34020805E-03   1.42511497E-03   1.38374741E-03   1.28222514E-03   2.27703378E-03   3.74003919E-03   2.40552674E-03   2.75677430E-03   6.39315403E-03   5.34090680E-03   4.03585694E-03   5.16704432E-03   5.37446263E-03   4.29025029E-03   2.70652683E-03   3.22326125E-03   3.44839806E-03   2.54912227E-03   2.89981044E-03   2.29473002E-03   2.84258874E-03   4.01342070E-03   2.29322990E-03   1.49696428E-03   2.00120312E-03   2.49064487E-03   3.75271113E-03   6.46796459E-03   1.13523425E-02   1.72235942E-02   2.62484404E-02   3.93998667E-02   5.10691972E-02   5.81482963E-02   6.33983181E-02   6.18335349E-02   5.47977905E-02   4.26764967E-02   3.02954735E-02   3.65689848E-02   6.45608946E-02   9.89543338E-02   1.06139431E-01   9.65031017E-02   9.51799718E-02   6.23629637E-02   2.42500475E-02   4.29741446E-02   1.35572169E-01   2.99669219E-01   4.24415421E-01   4.52717167E-01   4.67589149E-01   4.64030767E-01   4.00927960E-01   3.61885922E-01   4.08727469E-01   5.05939804E-01   5.99194508E-01   7.33490530E-01   1.04083646E+00   1.50317078E+00   2.02397827E+00   2.65623150E+00   3.41976210E+00 
  6.55709219E-04   7.07240273E-04   6.80822429E-04   5.26528152E-04   1.30172230E-03   2.85787617E-03   2.29312486E-03   2.74741895E-03   6.66031962E-03   5.34273273E-03   3.83336715E-03   5.08962677E-03   4.12206750E-03   3.87531301E-03   2.14449688E-03   2.56419801E-03   2.99028702E-03   1.56872307E-03   3.01946032E-03   2.71954314E-03   3.51426239E-03   5.02459536E-03   3.23606738E-03   2.24016876E-03   2.24626795E-03   2.98423523E-03   5.20732336E-03   8.48464432E-03   1.28620320E-02   1.72753556E-02   2.69077533E-02   4.15463404E-02   5.54777189E-02   6.37842321E-02   6.88171388E-02   6.55072681E-02   5.65540178E-02   4.29547335E-02   3.34046361E-02   3.95831695E-02   6.05952810E-02   9.11375468E-02   9.06693282E-02   7.86035885E-02   7.75821085E-02   4.35669138E-02   8.11514875E-03   1.97005388E-02   8.20088106E-02   1.99051430E-01   2.80983189E-01   2.79811460E-01   2.82564201E-01   2.67743573E-01   2.04717045E-01   1.68446027E-01   1.90491100E-01   2.50943695E-01   2.87346226E-01   3.40147957E-01   5.05606078E-01   7.61893749E-01   1.01522801E+00   1.32854467E+00   1.73495887E+00 
  2.64980739E-04   2.95669669E-04   2.94814182E-04   1.63341326E-04   7.45836604E-04   2.26189009E-03   2.70418572E-03   3.68612103E-03   7.53396066E-03   6.21600214E-03   4.47022039E-03   5.50092662E-03   3.52502034E-03   3.99185157E-03   2.33436318E-03   2.65561020E-03   3.15596849E-03   1.30278659E-03   3.54515217E-03   3.80027528E-03   4.82981945E-03   6.42335523E-03   4.55814713E-03   3.12823221E-03   2.63998550E-03   3.59954924E-03   7.00490339E-03   1.08584855E-02   1.36214085E-02   1.63963885E-02   2.60249780E-02   4.05188444E-02   5.61924859E-02   6.62670277E-02   6.88840856E-02   6.41110534E-02   5.50491790E-02   4.03249237E-02   3.40729669E-02   3.98353312E-02   5.57110136E-02   8.29714340E-02   7.72013245E-02   6.73138593E-02   6.74920162E-02   3.42755159E-02   4.29443206E-03   1.06231039E-02   5.00652513E-02   1.29771275E-01   1.83955915E-01   1.69549822E-01   1.71215133E-01   1.52310981E-01   9.69286269E-02   6.87811607E-02   7.46080590E-02   1.10403216E-01   1.15558779E-01   1.28430181E-01   2.06237843E-01   3.34246337E-01   4.30914988E-01   5.62249175E-01   7.54535763E-01 
  8.13681048E-05   9.92447104E-05   1.15869404E-04   4.84520154E-05   4.97685717E-04   1.87652141E-03   3.31912836E-03   5.30021140E-03   8.93051495E-03   7.84360095E-03   5.88788293E-03   6.30246021E-03   3.90768978E-03   4.71729337E-03   3.42382086E-03   3.78596129E-03   4.22801851E-03   2.12992549E-03   4.58848804E-03   5.52563981E-03   6.76937661E-03   8.13183093E-03   6.02664642E-03   3.96809405E-03   3.09187298E-03   4.31861431E-03   9.08708309E-03   1.35337658E-02   1.39564201E-02   1.53370341E-02   2.43675659E-02   3.69149425E-02   5.32236138E-02   6.57292101E-02   6.43892770E-02   5.81769000E-02   5.12991756E-02   3.62709733E-02   3.17691582E-02   3.68647163E-02   5.03975122E-02   7.33546447E-02   6.54309441E-02   6.06626766E-02   6.17604302E-02   3.13298613E-02   6.96529161E-03   9.02188267E-03   3.23598086E-02   8.49370546E-02   1.23079344E-01   1.06299388E-01   1.10811137E-01   9.29799110E-02   4.87789822E-02   2.85849478E-02   2.63125580E-02   4.57538029E-02   3.83011001E-02   3.72043647E-02   6.80355839E-02   1.25336656E-01   1.46827615E-01   1.92913948E-01   2.72493596E-01 
